parish,office,district,party,candidate,votes
Orleans,State Senate,1st Senatorial District,R,A. G. Crowe,17
Orleans,State Senate,1st Senatorial District,D,"Kenneth L. Odinet, Sr.",26
Plaquemines,State Senate,1st Senatorial District,R,A. G. Crowe,1443
Plaquemines,State Senate,1st Senatorial District,D,"Kenneth L. Odinet, Sr.",1872
St. Bernard,State Senate,1st Senatorial District,R,A. G. Crowe,3382
St. Bernard,State Senate,1st Senatorial District,D,"Kenneth L. Odinet, Sr.",6622
St. Tammany,State Senate,1st Senatorial District,R,A. G. Crowe,6783
St. Tammany,State Senate,1st Senatorial District,D,"Kenneth L. Odinet, Sr.",2291
Orleans,State Senate,2nd Senatorial District,D,Yolanda A. Dupaty-Zeigler,1612
Orleans,State Senate,2nd Senatorial District,D,Ann Duplessis,5608
Orleans,State Senate,2nd Senatorial District,D,Jon D. Johnson,4110
Jefferson,State Senate,3rd Senatorial District,D,Shawn Barney,2062
Jefferson,State Senate,3rd Senatorial District,D,Derrick Shepherd,3834
Orleans,State Senate,3rd Senatorial District,D,Shawn Barney,4111
Orleans,State Senate,3rd Senatorial District,D,Derrick Shepherd,5781
Orleans,State Senate,4th Senatorial District,N,Clayton Joffrion,897
Orleans,State Senate,4th Senatorial District,R,Thomas J. Kennedy,3975
Orleans,State Senate,4th Senatorial District,D,Edwin Murray,10342
Orleans,State Senate,5th Senatorial District,D,Irma Muse Dixon,1840
Orleans,State Senate,5th Senatorial District,D,Cheryl A. Gray,4929
Orleans,State Senate,5th Senatorial District,D,Jalila Jefferson-Bullock,3769
Orleans,State Senate,5th Senatorial District,D,David Williams,3719
Jefferson,State Senate,6th Senatorial District,R,"""Doug"" Johnson",1213
Jefferson,State Senate,6th Senatorial District,R,Monica Monica,2463
Jefferson,State Senate,6th Senatorial District,R,Julie Quinn,6557
Orleans,State Senate,6th Senatorial District,R,"""Doug"" Johnson",754
Orleans,State Senate,6th Senatorial District,R,Monica Monica,1566
Orleans,State Senate,6th Senatorial District,R,Julie Quinn,3711
St. Tammany,State Senate,6th Senatorial District,R,"""Doug"" Johnson",2170
St. Tammany,State Senate,6th Senatorial District,R,Monica Monica,1645
St. Tammany,State Senate,6th Senatorial District,R,Julie Quinn,5449
Tangipahoa,State Senate,6th Senatorial District,R,"""Doug"" Johnson",5331
Tangipahoa,State Senate,6th Senatorial District,R,Monica Monica,1117
Tangipahoa,State Senate,6th Senatorial District,R,Julie Quinn,6275
Jefferson,State Senate,7th Senatorial District,D,Jonathan C. Bolar,1699
Jefferson,State Senate,7th Senatorial District,D,David Heitmeier,3843
Jefferson,State Senate,7th Senatorial District,R,Paul Richard,1809
Orleans,State Senate,7th Senatorial District,D,Jonathan C. Bolar,2509
Orleans,State Senate,7th Senatorial District,D,David Heitmeier,5257
Orleans,State Senate,7th Senatorial District,R,Paul Richard,3467
Plaquemines,State Senate,7th Senatorial District,D,Jonathan C. Bolar,190
Plaquemines,State Senate,7th Senatorial District,D,David Heitmeier,1910
Plaquemines,State Senate,7th Senatorial District,R,Paul Richard,1628
Jefferson,State Senate,8th Senatorial District,D,"John A. Alario, Jr.",16939
Jefferson,State Senate,8th Senatorial District,R,John K. Roberts,9783
Jefferson,State Senate,9th Senatorial District,D,David Gereighty,3154
Jefferson,State Senate,9th Senatorial District,R,Stephen J. Scalise,19154
Jefferson,State Senate,9th Senatorial District,R,"""Polly"" Thomas",8948
Jefferson,State Senate,10th Senatorial District,R,"Daniel R. ""Danny"" Martiny",19414
Jefferson,State Senate,10th Senatorial District,N,"Michael ""Mike"" Zito",8752
St. Tammany,State Senate,11th Senatorial District,R,"""Jack"" Donahue",20102
St. Tammany,State Senate,11th Senatorial District,R,"A. M. ""Ace"" LeBleu",800
St. Tammany,State Senate,11th Senatorial District,R,"""Pete"" Schneider",11346
Tangipahoa,State Senate,11th Senatorial District,R,"""Jack"" Donahue",4098
Tangipahoa,State Senate,11th Senatorial District,R,"A. M. ""Ace"" LeBleu",241
Tangipahoa,State Senate,11th Senatorial District,R,"""Pete"" Schneider",941
East Baton Rouge,State Senate,14th Senatorial District,D,Jason M. DeCuir,9915
East Baton Rouge,State Senate,14th Senatorial District,D,Yvonne Dorsey,11398
East Baton Rouge,State Senate,14th Senatorial District,R,"Willis Reed, Sr.",2019
East Baton Rouge,State Senate,14th Senatorial District,D,Steven K. Schilling,477
East Baton Rouge,State Senate,15th Senatorial District,D,Sharon Weston Broome,23608
East Baton Rouge,State Senate,15th Senatorial District,O,James E. Slaughter,5877
East Baton Rouge,State Senate,16th Senatorial District,R,"""Bill"" Cassidy",33463
East Baton Rouge,State Senate,16th Senatorial District,L,Richard Fontanesi,3995
East Baton Rouge,State Senate,16th Senatorial District,R,"Troy ""Rocco"" Moreau",6781
East Baton Rouge,State Senate,17th Senatorial District,D,Martha Manuel,929
East Baton Rouge,State Senate,17th Senatorial District,D,"Robert ""Rob"" Marionneaux",5015
East Feliciana,State Senate,17th Senatorial District,D,Martha Manuel,1164
East Feliciana,State Senate,17th Senatorial District,D,"Robert ""Rob"" Marionneaux",5749
Iberville,State Senate,17th Senatorial District,D,Martha Manuel,1912
Iberville,State Senate,17th Senatorial District,D,"Robert ""Rob"" Marionneaux",10387
Pointe Coupee,State Senate,17th Senatorial District,D,Martha Manuel,2045
Pointe Coupee,State Senate,17th Senatorial District,D,"Robert ""Rob"" Marionneaux",8292
St. Helena,State Senate,17th Senatorial District,D,Martha Manuel,503
St. Helena,State Senate,17th Senatorial District,D,"Robert ""Rob"" Marionneaux",1560
West Baton Rouge,State Senate,17th Senatorial District,D,Martha Manuel,1422
West Baton Rouge,State Senate,17th Senatorial District,D,"Robert ""Rob"" Marionneaux",6832
Assumption,State Senate,21st Senatorial District,R,Clayton D. Diaz,1553
Assumption,State Senate,21st Senatorial District,D,"""Butch"" Gautreaux",6805
Lafourche,State Senate,21st Senatorial District,R,Clayton D. Diaz,715
Lafourche,State Senate,21st Senatorial District,D,"""Butch"" Gautreaux",1372
St. Martin,State Senate,21st Senatorial District,R,Clayton D. Diaz,135
St. Martin,State Senate,21st Senatorial District,D,"""Butch"" Gautreaux",297
St. Mary,State Senate,21st Senatorial District,R,Clayton D. Diaz,3691
St. Mary,State Senate,21st Senatorial District,D,"""Butch"" Gautreaux",10865
Terrebonne,State Senate,21st Senatorial District,R,Clayton D. Diaz,4278
Terrebonne,State Senate,21st Senatorial District,D,"""Butch"" Gautreaux",6009
Iberia,State Senate,22nd Senatorial District,D,Sydnie Mae Maraist Durand,4989
Iberia,State Senate,22nd Senatorial District,D,Troy Hebert,9344
Iberia,State Senate,22nd Senatorial District,R,"""Jeff"" Landry",8067
St. Martin,State Senate,22nd Senatorial District,D,Sydnie Mae Maraist Durand,7386
St. Martin,State Senate,22nd Senatorial District,D,Troy Hebert,3304
St. Martin,State Senate,22nd Senatorial District,R,"""Jeff"" Landry",5308
