parish,office,district,party,candidate,votes
Jefferson,U.S. House,1st Congressional District - Democratic Party,D,"M. V. ""Vinny"" Mendoza",1796
Jefferson,U.S. House,1st Congressional District - Democratic Party,D,Gilda Reed,3747
Orleans,U.S. House,1st Congressional District - Democratic Party,D,"M. V. ""Vinny"" Mendoza",201
Orleans,U.S. House,1st Congressional District - Democratic Party,D,Gilda Reed,550
St. Charles,U.S. House,1st Congressional District - Democratic Party,D,"M. V. ""Vinny"" Mendoza",69
St. Charles,U.S. House,1st Congressional District - Democratic Party,D,Gilda Reed,113
St. Tammany,U.S. House,1st Congressional District - Democratic Party,D,"M. V. ""Vinny"" Mendoza",1805
St. Tammany,U.S. House,1st Congressional District - Democratic Party,D,Gilda Reed,4701
Tangipahoa,U.S. House,1st Congressional District - Democratic Party,D,"M. V. ""Vinny"" Mendoza",893
Tangipahoa,U.S. House,1st Congressional District - Democratic Party,D,Gilda Reed,1706
Washington,U.S. House,1st Congressional District - Democratic Party,D,"M. V. ""Vinny"" Mendoza",322
Washington,U.S. House,1st Congressional District - Democratic Party,D,Gilda Reed,910
Jefferson,U.S. House,1st Congressional District - Republican Party,R,"""Tim"" Burns",2051
Jefferson,U.S. House,1st Congressional District - Republican Party,R,"""Ben"" Morris",1110
Jefferson,U.S. House,1st Congressional District - Republican Party,R,"""Steve"" Scalise",9322
Jefferson,U.S. House,1st Congressional District - Republican Party,R,David Simpson,179
Orleans,U.S. House,1st Congressional District - Republican Party,R,"""Tim"" Burns",257
Orleans,U.S. House,1st Congressional District - Republican Party,R,"""Ben"" Morris",101
Orleans,U.S. House,1st Congressional District - Republican Party,R,"""Steve"" Scalise",1033
Orleans,U.S. House,1st Congressional District - Republican Party,R,David Simpson,25
St. Charles,U.S. House,1st Congressional District - Republican Party,R,"""Tim"" Burns",80
St. Charles,U.S. House,1st Congressional District - Republican Party,R,"""Ben"" Morris",71
St. Charles,U.S. House,1st Congressional District - Republican Party,R,"""Steve"" Scalise",262
St. Charles,U.S. House,1st Congressional District - Republican Party,R,David Simpson,6
St. Tammany,U.S. House,1st Congressional District - Republican Party,R,"""Tim"" Burns",5989
St. Tammany,U.S. House,1st Congressional District - Republican Party,R,"""Ben"" Morris",5412
St. Tammany,U.S. House,1st Congressional District - Republican Party,R,"""Steve"" Scalise",4356
St. Tammany,U.S. House,1st Congressional District - Republican Party,R,David Simpson,619
Tangipahoa,U.S. House,1st Congressional District - Republican Party,R,"""Tim"" Burns",837
Tangipahoa,U.S. House,1st Congressional District - Republican Party,R,"""Ben"" Morris",460
Tangipahoa,U.S. House,1st Congressional District - Republican Party,R,"""Steve"" Scalise",1531
Tangipahoa,U.S. House,1st Congressional District - Republican Party,R,David Simpson,64
Washington,U.S. House,1st Congressional District - Republican Party,R,"""Tim"" Burns",417
Washington,U.S. House,1st Congressional District - Republican Party,R,"""Ben"" Morris",234
Washington,U.S. House,1st Congressional District - Republican Party,R,"""Steve"" Scalise",295
Washington,U.S. House,1st Congressional District - Republican Party,R,David Simpson,39
