county,office,district,party,candidate,votes
Acadia,Governor,,D,John Bel Edwards,6395
Acadia,Governor,,R,David Vitter,8595
Allen,Governor,,D,John Bel Edwards,2915
Allen,Governor,,R,David Vitter,2392
Ascension,Governor,,D,John Bel Edwards,15989
Ascension,Governor,,R,David Vitter,14618
Assumption,Governor,,D,John Bel Edwards,4132
Assumption,Governor,,R,David Vitter,2332
Avoyelles,Governor,,D,John Bel Edwards,5626
Avoyelles,Governor,,R,David Vitter,3176
Beauregard,Governor,,D,John Bel Edwards,4237
Beauregard,Governor,,R,David Vitter,5344
Bienville,Governor,,D,John Bel Edwards,2778
Bienville,Governor,,R,David Vitter,1933
Bossier,Governor,,D,John Bel Edwards,9258
Bossier,Governor,,R,David Vitter,15518
Caddo,Governor,,D,John Bel Edwards,38406
Caddo,Governor,,R,David Vitter,23896
Calcasieu,Governor,,D,John Bel Edwards,25586
Calcasieu,Governor,,R,David Vitter,18103
Caldwell,Governor,,D,John Bel Edwards,1589
Caldwell,Governor,,R,David Vitter,2530
Cameron,Governor,,D,John Bel Edwards,1144
Cameron,Governor,,R,David Vitter,1184
Catahoula,Governor,,D,John Bel Edwards,1251
Catahoula,Governor,,R,David Vitter,1563
Claiborne,Governor,,D,John Bel Edwards,1965
Claiborne,Governor,,R,David Vitter,1690
Concordia,Governor,,D,John Bel Edwards,2297
Concordia,Governor,,R,David Vitter,1996
De Soto,Governor,,D,John Bel Edwards,4258
De Soto,Governor,,R,David Vitter,3653
East Baton Rouge,Governor,,D,John Bel Edwards,80602
East Baton Rouge,Governor,,R,David Vitter,38623
East Carroll,Governor,,D,John Bel Edwards,1288
East Carroll,Governor,,R,David Vitter,648
East Feliciana,Governor,,D,John Bel Edwards,4369
East Feliciana,Governor,,R,David Vitter,2197
Evangeline,Governor,,D,John Bel Edwards,4720
Evangeline,Governor,,R,David Vitter,3576
Franklin,Governor,,D,John Bel Edwards,2126
Franklin,Governor,,R,David Vitter,2780
Grant,Governor,,D,John Bel Edwards,1702
Grant,Governor,,R,David Vitter,2841
Iberia,Governor,,D,John Bel Edwards,9707
Iberia,Governor,,R,David Vitter,10545
Iberville,Governor,,D,John Bel Edwards,8114
Iberville,Governor,,R,David Vitter,3030
Jackson,Governor,,D,John Bel Edwards,2256
Jackson,Governor,,R,David Vitter,2496
Jefferson,Governor,,D,John Bel Edwards,49902
Jefferson,Governor,,R,David Vitter,48633
Jefferson Davis,Governor,,D,John Bel Edwards,3857
Jefferson Davis,Governor,,R,David Vitter,3225
Lafayette,Governor,,D,John Bel Edwards,27926
Lafayette,Governor,,R,David Vitter,31291
Lafourche,Governor,,D,John Bel Edwards,9976
Lafourche,Governor,,R,David Vitter,12520
Lasalle,Governor,,D,John Bel Edwards,1054
Lasalle,Governor,,R,David Vitter,2537
Lincoln,Governor,,D,John Bel Edwards,4985
Lincoln,Governor,,R,David Vitter,4402
Livingston,Governor,,D,John Bel Edwards,11168
Livingston,Governor,,R,David Vitter,16950
Madison,Governor,,D,John Bel Edwards,1889
Madison,Governor,,R,David Vitter,932
Morehouse,Governor,,D,John Bel Edwards,3756
Morehouse,Governor,,R,David Vitter,2951
Natchitoches,Governor,,D,John Bel Edwards,5422
Natchitoches,Governor,,R,David Vitter,3860
Orleans,Governor,,D,John Bel Edwards,81902
Orleans,Governor,,R,David Vitter,12748
Ouachita,Governor,,D,John Bel Edwards,17577
Ouachita,Governor,,R,David Vitter,18181
Plaquemines,Governor,,D,John Bel Edwards,2954
Plaquemines,Governor,,R,David Vitter,3048
