parish,precinct,office,district,party,candidate,votes
Ascension,00 22,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",12
Ascension,00 22,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",44
Ascension,00 23,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",3
Ascension,00 23,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",28
Ascension,00 24,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",4
Ascension,00 24,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",33
Ascension,00 25,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",16
Ascension,00 25,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",46
Ascension,00 26,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",24
Ascension,00 26,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",73
Ascension,00 27,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",38
Ascension,00 27,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",87
Ascension,00 28,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",5
Ascension,00 28,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",24
Ascension,00 30,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",11
Ascension,00 30,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",18
Ascension,00 31,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",8
Ascension,00 31,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",30
Ascension,00 32,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",22
Ascension,00 32,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",61
Ascension,00 33,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",31
Ascension,00 33,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",81
Ascension,00 34,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",17
Ascension,00 34,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",26
Ascension,00 35,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",11
Ascension,00 35,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",58
Ascension,00 36,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",3
Ascension,00 36,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",25
Ascension,00 37,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",5
Ascension,00 37,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",13
Ascension,00 39,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",5
Ascension,00 39,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",6
Ascension,00 40,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",52
Ascension,00 40,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",164
Ascension,00 41,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",15
Ascension,00 41,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",39
Ascension,00 42,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",8
Ascension,00 42,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",19
Ascension,00 43,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",11
Ascension,00 43,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",58
Ascension,00 44,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",1
Ascension,00 44,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",8
Ascension,00 45,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",5
Ascension,00 45,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",2
Ascension,00 47,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",1
Ascension,00 47,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",3
Ascension,00 48,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",2
Ascension,00 48,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",8
Ascension,00 49,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",6
Ascension,00 49,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",21
Ascension,00 50,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",7
Ascension,00 50,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",12
Ascension,00 51,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",0
Ascension,00 51,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",3
Ascension,00 52,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",9
Ascension,00 52,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",19
Ascension,00 53,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",11
Ascension,00 53,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",18
Ascension,00 54,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",9
Ascension,00 54,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",13
Ascension,00 55,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",1
Ascension,00 55,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",6
Ascension,00 56,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",0
Ascension,00 56,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",0
Ascension,00 57,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",1
Ascension,00 57,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",4
Ascension,00 58,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",7
Ascension,00 58,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",20
Ascension,00 60,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",0
Ascension,00 60,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",0
Ascension,Early Voting,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",58
Ascension,Early Voting,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",174
Ascension,Provisional Votes,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",0
Ascension,Provisional Votes,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",0
Assumption,01 1,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",3
Assumption,01 1,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",13
Assumption,01 2,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",10
Assumption,01 2,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",21
Assumption,02 1,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",20
Assumption,02 1,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",23
Assumption,02 2,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",4
Assumption,02 2,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",13
Assumption,02 3,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",13
Assumption,02 3,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",15
Assumption,03 1,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",5
Assumption,03 1,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",19
Assumption,03 2,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",6
Assumption,03 2,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",41
Assumption,04 1,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",13
Assumption,04 1,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",9
Assumption,04 2,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",14
Assumption,04 2,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",3
Assumption,05 1,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",6
Assumption,05 1,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",2
Assumption,05 2,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",17
Assumption,05 2,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",27
Assumption,05 3,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",4
Assumption,05 3,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",10
Assumption,05 4,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",4
Assumption,05 4,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",1
Assumption,06 1,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",10
Assumption,06 1,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",3
Assumption,06 1 A,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",6
Assumption,06 1 A,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",3
Assumption,06 2,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",3
Assumption,06 2,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",1
Assumption,07 1,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",11
Assumption,07 1,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",15
Assumption,07 1 A,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",6
Assumption,07 1 A,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",14
Assumption,07 2,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",4
Assumption,07 2,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",20
Assumption,08 1,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",7
Assumption,08 1,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",34
Assumption,08 1 A,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",4
Assumption,08 1 A,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",19
Assumption,09 1,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",11
Assumption,09 1,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",17
Assumption,09 1 A,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",8
Assumption,09 1 A,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",33
Assumption,Early Voting,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",20
Assumption,Early Voting,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",39
Assumption,Provisional Votes,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",0
Assumption,Provisional Votes,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",0
Iberia,01 01,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",0
Iberia,01 01,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",0
Iberia,01 02,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",2
Iberia,01 02,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",2
Iberia,01 03,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",18
Iberia,01 03,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",34
Iberia,02 01,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",3
Iberia,02 01,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",6
Iberia,02 02,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",0
Iberia,02 02,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",0
Iberia,02 03,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",4
Iberia,02 03,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",21
Iberia,03 01,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",13
Iberia,03 01,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",51
Iberia,03 02,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",25
Iberia,03 02,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",106
Iberia,03 03,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",9
Iberia,03 03,U.S. House,3rd Congressional District-Republican Party,R,"""Jeff"" Landry",32
Iberia,03 04,U.S. House,3rd Congressional District-Republican Party,R,"""Hunt"" Downer",5
