parish,precinct,office,district,party,candidate,votes
Acadia,01 01,President,,D,Kerry & Edwards,172
Acadia,01 01,President,,R,Bush & Cheney,476
Acadia,01 01,President,,O,Peroutka & Baldwin,1
Acadia,01 01,President,,L,Badnarik & Campagna,1
Acadia,01 01,President,,G,Cobb & LaMarche,0
Acadia,01 01,President,,O,Amondson & Pletten,1
Acadia,01 01,President,,O,Brown & Herbert,0
Acadia,01 01,President,,O,Harris & Trowe,0
Acadia,01 01,President,,O,Nader & Camejo,5
Acadia,01 02A,President,,D,Kerry & Edwards,139
Acadia,01 02A,President,,R,Bush & Cheney,168
Acadia,01 02A,President,,O,Peroutka & Baldwin,0
Acadia,01 02A,President,,L,Badnarik & Campagna,1
Acadia,01 02A,President,,G,Cobb & LaMarche,0
Acadia,01 02A,President,,O,Amondson & Pletten,0
Acadia,01 02A,President,,O,Brown & Herbert,0
Acadia,01 02A,President,,O,Harris & Trowe,0
Acadia,01 02A,President,,O,Nader & Camejo,0
Acadia,01 02B,President,,D,Kerry & Edwards,88
Acadia,01 02B,President,,R,Bush & Cheney,272
Acadia,01 02B,President,,O,Peroutka & Baldwin,0
Acadia,01 02B,President,,L,Badnarik & Campagna,0
Acadia,01 02B,President,,G,Cobb & LaMarche,0
Acadia,01 02B,President,,O,Amondson & Pletten,0
Acadia,01 02B,President,,O,Brown & Herbert,0
Acadia,01 02B,President,,O,Harris & Trowe,0
Acadia,01 02B,President,,O,Nader & Camejo,2
Acadia,01 03A,President,,D,Kerry & Edwards,106
Acadia,01 03A,President,,R,Bush & Cheney,392
Acadia,01 03A,President,,O,Peroutka & Baldwin,0
Acadia,01 03A,President,,L,Badnarik & Campagna,0
Acadia,01 03A,President,,G,Cobb & LaMarche,0
Acadia,01 03A,President,,O,Amondson & Pletten,1
Acadia,01 03A,President,,O,Brown & Herbert,1
Acadia,01 03A,President,,O,Harris & Trowe,0
Acadia,01 03A,President,,O,Nader & Camejo,1
Acadia,01 03B,President,,D,Kerry & Edwards,164
Acadia,01 03B,President,,R,Bush & Cheney,162
Acadia,01 03B,President,,O,Peroutka & Baldwin,0
Acadia,01 03B,President,,L,Badnarik & Campagna,0
Acadia,01 03B,President,,G,Cobb & LaMarche,0
Acadia,01 03B,President,,O,Amondson & Pletten,0
Acadia,01 03B,President,,O,Brown & Herbert,0
Acadia,01 03B,President,,O,Harris & Trowe,0
Acadia,01 03B,President,,O,Nader & Camejo,0
Acadia,01 04A,President,,D,Kerry & Edwards,100
Acadia,01 04A,President,,R,Bush & Cheney,279
Acadia,01 04A,President,,O,Peroutka & Baldwin,0
Acadia,01 04A,President,,L,Badnarik & Campagna,0
Acadia,01 04A,President,,G,Cobb & LaMarche,0
Acadia,01 04A,President,,O,Amondson & Pletten,0
Acadia,01 04A,President,,O,Brown & Herbert,0
Acadia,01 04A,President,,O,Harris & Trowe,0
Acadia,01 04A,President,,O,Nader & Camejo,0
Acadia,01 04B,President,,D,Kerry & Edwards,102
Acadia,01 04B,President,,R,Bush & Cheney,231
Acadia,01 04B,President,,O,Peroutka & Baldwin,0
Acadia,01 04B,President,,L,Badnarik & Campagna,2
Acadia,01 04B,President,,G,Cobb & LaMarche,0
Acadia,01 04B,President,,O,Amondson & Pletten,0
Acadia,01 04B,President,,O,Brown & Herbert,0
Acadia,01 04B,President,,O,Harris & Trowe,1
Acadia,01 04B,President,,O,Nader & Camejo,0
Acadia,01 05A,President,,D,Kerry & Edwards,104
Acadia,01 05A,President,,R,Bush & Cheney,198
Acadia,01 05A,President,,O,Peroutka & Baldwin,0
Acadia,01 05A,President,,L,Badnarik & Campagna,0
Acadia,01 05A,President,,G,Cobb & LaMarche,0
Acadia,01 05A,President,,O,Amondson & Pletten,0
Acadia,01 05A,President,,O,Brown & Herbert,1
Acadia,01 05A,President,,O,Harris & Trowe,0
Acadia,01 05A,President,,O,Nader & Camejo,1
Acadia,01 05B,President,,D,Kerry & Edwards,165
Acadia,01 05B,President,,R,Bush & Cheney,85
Acadia,01 05B,President,,O,Peroutka & Baldwin,2
Acadia,01 05B,President,,L,Badnarik & Campagna,0
Acadia,01 05B,President,,G,Cobb & LaMarche,0
Acadia,01 05B,President,,O,Amondson & Pletten,0
Acadia,01 05B,President,,O,Brown & Herbert,0
Acadia,01 05B,President,,O,Harris & Trowe,0
Acadia,01 05B,President,,O,Nader & Camejo,0
Acadia,01 06,President,,D,Kerry & Edwards,343
Acadia,01 06,President,,R,Bush & Cheney,14
Acadia,01 06,President,,O,Peroutka & Baldwin,1
Acadia,01 06,President,,L,Badnarik & Campagna,0
Acadia,01 06,President,,G,Cobb & LaMarche,0
Acadia,01 06,President,,O,Amondson & Pletten,1
Acadia,01 06,President,,O,Brown & Herbert,0
Acadia,01 06,President,,O,Harris & Trowe,0
Acadia,01 06,President,,O,Nader & Camejo,0
Acadia,01 07,President,,D,Kerry & Edwards,332
Acadia,01 07,President,,R,Bush & Cheney,91
Acadia,01 07,President,,O,Peroutka & Baldwin,0
Acadia,01 07,President,,L,Badnarik & Campagna,0
Acadia,01 07,President,,G,Cobb & LaMarche,0
