parish,office,district,party,candidate,votes
St. Bernard,Attorney General,,R,Royal Alexander,2590
St. Bernard,Attorney General,,D,"James D. ""Buddy"" Caldwell",7978
St. Charles,Attorney General,,R,Royal Alexander,2436
St. Charles,Attorney General,,D,"James D. ""Buddy"" Caldwell",5747
St. Helena,Attorney General,,R,Royal Alexander,509
St. Helena,Attorney General,,D,"James D. ""Buddy"" Caldwell",2475
St. James,Attorney General,,R,Royal Alexander,1586
St. James,Attorney General,,D,"James D. ""Buddy"" Caldwell",6555
St. John The Baptist,Attorney General,,R,Royal Alexander,3008
St. John The Baptist,Attorney General,,D,"James D. ""Buddy"" Caldwell",8816
St. Landry,Attorney General,,R,Royal Alexander,3044
St. Landry,Attorney General,,D,"James D. ""Buddy"" Caldwell",6913
St. Martin,Attorney General,,R,Royal Alexander,2734
St. Martin,Attorney General,,D,"James D. ""Buddy"" Caldwell",6269
St. Mary,Attorney General,,R,Royal Alexander,3058
St. Mary,Attorney General,,D,"James D. ""Buddy"" Caldwell",6118
St. Tammany,Attorney General,,R,Royal Alexander,10023
St. Tammany,Attorney General,,D,"James D. ""Buddy"" Caldwell",14068
Tangipahoa,Attorney General,,R,Royal Alexander,5271
Tangipahoa,Attorney General,,D,"James D. ""Buddy"" Caldwell",14278
Tensas,Attorney General,,R,Royal Alexander,274
Tensas,Attorney General,,D,"James D. ""Buddy"" Caldwell",651
Terrebonne,Attorney General,,R,Royal Alexander,7196
Terrebonne,Attorney General,,D,"James D. ""Buddy"" Caldwell",14031
Union,Attorney General,,R,Royal Alexander,1815
Union,Attorney General,,D,"James D. ""Buddy"" Caldwell",1981
Vermilion,Attorney General,,R,Royal Alexander,2612
Vermilion,Attorney General,,D,"James D. ""Buddy"" Caldwell",4234
Vernon,Attorney General,,R,Royal Alexander,3340
Vernon,Attorney General,,D,"James D. ""Buddy"" Caldwell",4793
Washington,Attorney General,,R,Royal Alexander,2946
Washington,Attorney General,,D,"James D. ""Buddy"" Caldwell",8186
Webster,Attorney General,,R,Royal Alexander,1234
Webster,Attorney General,,D,"James D. ""Buddy"" Caldwell",1764
West Baton Rouge,Attorney General,,R,Royal Alexander,639
West Baton Rouge,Attorney General,,D,"James D. ""Buddy"" Caldwell",2069
West Carroll,Attorney General,,R,Royal Alexander,1140
West Carroll,Attorney General,,D,"James D. ""Buddy"" Caldwell",2154
West Feliciana,Attorney General,,R,Royal Alexander,617
West Feliciana,Attorney General,,D,"James D. ""Buddy"" Caldwell",1701
Winn,Attorney General,,R,Royal Alexander,2138
Winn,Attorney General,,D,"James D. ""Buddy"" Caldwell",3255
Orleans,State Senate,2,D,Ann Duplessis,4398
Orleans,State Senate,2,D,Jon D. Johnson,4050
Orleans,State Senate,5,D,Cheryl A. Gray,8321
Orleans,State Senate,5,D,Jalila Jefferson-Bullock,3398
Jefferson,State Senate,7,D,David Heitmeier,3493
Jefferson,State Senate,7,R,Paul Richard,1431
Orleans,State Senate,7,D,David Heitmeier,5234
Orleans,State Senate,7,R,Paul Richard,3440
Plaquemines,State Senate,7,D,David Heitmeier,769
Plaquemines,State Senate,7,R,Paul Richard,781
East Baton Rouge,State Senate,14,D,Jason M. DeCuir,8608
East Baton Rouge,State Senate,14,D,Yvonne Dorsey,8701
Iberia,State Senate,22,D,Troy Hebert,10425
Iberia,State Senate,22,R,"""Jeff"" Landry",9471
St. Martin,State Senate,22,D,Troy Hebert,4451
St. Martin,State Senate,22,R,"""Jeff"" Landry",4837
Acadia,State Senate,25,R,"Dan ""Blade"" Morrish",1686
Acadia,State Senate,25,D,"""Gil"" Pinac",4005
Calcasieu,State Senate,25,R,"Dan ""Blade"" Morrish",4276
Calcasieu,State Senate,25,D,"""Gil"" Pinac",2387
Cameron,State Senate,25,R,"Dan ""Blade"" Morrish",666
Cameron,State Senate,25,D,"""Gil"" Pinac",949
Jefferson Davis,State Senate,25,R,"Dan ""Blade"" Morrish",4558
Jefferson Davis,State Senate,25,D,"""Gil"" Pinac",2215
Allen,State Senate,28,D,Eric LaFleur,4043
Allen,State Senate,28,D,Donald Newton,3097
Avoyelles,State Senate,28,D,Eric LaFleur,6025
Avoyelles,State Senate,28,D,Donald Newton,6811
Evangeline,State Senate,28,D,Eric LaFleur,6194
Evangeline,State Senate,28,D,Donald Newton,3084
St. Landry,State Senate,28,D,Eric LaFleur,1589
St. Landry,State Senate,28,D,Donald Newton,829
Beauregard,State Senate,30,D,"Claude ""Buddy"" Leach, Jr.",3038
Beauregard,State Senate,30,D,John Smith,3454
Calcasieu,State Senate,30,D,"Claude ""Buddy"" Leach, Jr.",1836
Calcasieu,State Senate,30,D,John Smith,1295
Vernon,State Senate,30,D,"Claude ""Buddy"" Leach, Jr.",3903
Vernon,State Senate,30,D,John Smith,4577
Avoyelles,State Senate,32,D,"Bryant O. Hammett, Jr.",451
Avoyelles,State Senate,32,R,Neil Riser,374
Caldwell,State Senate,32,D,"Bryant O. Hammett, Jr.",669
Caldwell,State Senate,32,R,Neil Riser,2183
Catahoula,State Senate,32,D,"Bryant O. Hammett, Jr.",2389
Catahoula,State Senate,32,R,Neil Riser,1652
Concordia,State Senate,32,D,"Bryant O. Hammett, Jr.",2682
Concordia,State Senate,32,R,Neil Riser,1488
Franklin,State Senate,32,D,"Bryant O. Hammett, Jr.",1933
Franklin,State Senate,32,R,Neil Riser,2952
Lasalle,State Senate,32,D,"Bryant O. Hammett, Jr.",1610
Lasalle,State Senate,32,R,Neil Riser,2639
Ouachita,State Senate,32,D,"Bryant O. Hammett, Jr.",272
Ouachita,State Senate,32,R,Neil Riser,751
Rapides,State Senate,32,D,"Bryant O. Hammett, Jr.",1226
Rapides,State Senate,32,R,Neil Riser,1806
Richland,State Senate,32,D,"Bryant O. Hammett, Jr.",395
Richland,State Senate,32,R,Neil Riser,674
West Feliciana,State Senate,32,D,"Bryant O. Hammett, Jr.",1190
West Feliciana,State Senate,32,R,Neil Riser,1103
Bossier,State Senate,37,R,Billy Montgomery,2463
Bossier,State Senate,37,R,"B. L. ""Buddy"" Shaw",2365
Caddo,State Senate,37,R,Billy Montgomery,2854
Caddo,State Senate,37,R,"B. L. ""Buddy"" Shaw",4792
Caddo,State House,7,R,"Richard ""Richie"" Burford",1626
Caddo,State House,7,D,Kenny Ray Cox,534
De Soto,State House,7,R,"Richard ""Richie"" Burford",3367
De Soto,State House,7,D,Kenny Ray Cox,2456
East Carroll,State House,14,R,"""Sam"" Little",369
East Carroll,State House,14,D,"""Buddy"" Quinn",347
Morehouse,State House,14,R,"""Sam"" Little",1762
Morehouse,State House,14,D,"""Buddy"" Quinn",2381
Ouachita,State House,14,R,"""Sam"" Little",673
Ouachita,State House,14,D,"""Buddy"" Quinn",416
West Carroll,State House,14,R,"""Sam"" Little",1132
West Carroll,State House,14,D,"""Buddy"" Quinn",783
Caldwell,State House,20,D,Noble Ellington,1631
Caldwell,State House,20,D,"""Cleve"" Womack",1225
Catahoula,State House,20,D,Noble Ellington,1567
Catahoula,State House,20,D,"""Cleve"" Womack",2486
Franklin,State House,20,D,Noble Ellington,2982
Franklin,State House,20,D,"""Cleve"" Womack",1955
Tensas,State House,20,D,Noble Ellington,35
Tensas,State House,20,D,"""Cleve"" Womack",20
Natchitoches,State House,23,R,"""Rick"" Nowlin",4255
Natchitoches,State House,23,D,"Joseph Michael ""Joe"" Sampite",3414
Winn,State House,23,R,"""Rick"" Nowlin",354
Winn,State House,23,D,"Joseph Michael ""Joe"" Sampite",352
De Soto,State House,24,R,"""Frankie"" Howard",26
De Soto,State House,24,D,Mary Ann Wiggins,94
Red River,State House,24,R,"""Frankie"" Howard",408
Red River,State House,24,D,Mary Ann Wiggins,1619
Sabine,State House,24,R,"""Frankie"" Howard",2274
Sabine,State House,24,D,Mary Ann Wiggins,1357
Vernon,State House,24,R,"""Frankie"" Howard",1625
Vernon,State House,24,D,Mary Ann Wiggins,828
Rapides,State House,25,R,Lance Maxwell,6198
Rapides,State House,25,D,"""Chris"" Roy, Jr.",7048
Vernon,State House,25,R,Lance Maxwell,372
Vernon,State House,25,D,"""Chris"" Roy, Jr.",510
Avoyelles,State House,28,D,Robert Johnson,7436
Avoyelles,State House,28,R,Kirby Roy III,6642
Beauregard,State House,30,D,James Armes,758
Beauregard,State House,30,R,"""Jack"" Causey",1046
Vernon,State House,30,D,James Armes,2366
Vernon,State House,30,R,"""Jack"" Causey",1786
Allen,State House,32nd Representative District,R,James David Cain,3271
Allen,State House,32nd Representative District,D,Dorothy Sue Hill,4010
Beauregard,State House,32nd Representative District,R,James David Cain,2009
Beauregard,State House,32nd Representative District,D,Dorothy Sue Hill,1602
Vernon,State House,32nd Representative District,R,James David Cain,479
Vernon,State House,32nd Representative District,D,Dorothy Sue Hill,458
Calcasieu,State House,34,D,"""A. B."" Franklin",3368
Calcasieu,State House,34,D,Tony Guillory,2489
Calcasieu,State House,37,R,"John E. ""Johnny"" Guinn",628
Calcasieu,State House,37,D,Kyle Reed,1005
Jefferson Davis,State House,37,R,"John E. ""Johnny"" Guinn",3563
Jefferson Davis,State House,37,D,Kyle Reed,3160
Lafayette,State House,39,D,Bobby G. Badon,2476
Lafayette,State House,39,R,"Raymond ""LaLa"" LaLonde",2084
St. Landry,State House,39,D,Bobby G. Badon,1166
St. Landry,State House,39,R,"Raymond ""LaLa"" LaLonde",1316
St. Martin,State House,39,D,Bobby G. Badon,272
St. Martin,State House,39,R,"Raymond ""LaLa"" LaLonde",262
Lafayette,State House,44,D,Rickey Hardy,3811
Lafayette,State House,44,D,"Christopher ""Chris"" Williams",3042
Iberia,State House,48,D,Taylor F. Barras,6690
Iberia,State House,48,D,Shane Romero,4091
Iberia,State House,50,D,Sam Jones,248
Iberia,State House,50,D,"Allen A. McElroy, Jr.",105
St. Martin,State House,50,D,Sam Jones,184
St. Martin,State House,50,D,"Allen A. McElroy, Jr.",82
St. Mary,State House,50,D,Sam Jones,3678
St. Mary,State House,50,D,"Allen A. McElroy, Jr.",3417
Assumption,State House,51,D,Carla Blanchard Dartez,617
Assumption,State House,51,R,"""Joe"" Harrison",1271
St. Mary,State House,51,D,Carla Blanchard Dartez,1406
St. Mary,State House,51,R,"""Joe"" Harrison",1156
Terrebonne,State House,51,D,Carla Blanchard Dartez,1253
Terrebonne,State House,51,R,"""Joe"" Harrison",1911
Jefferson,State House,54,D,"Jerry ""Truck"" Gisclair",325
Jefferson,State House,54,R,"Mitchell ""Mitch"" Theriot",57
Lafourche,State House,54,D,"Jerry ""Truck"" Gisclair",3803
Lafourche,State House,54,R,"Mitchell ""Mitch"" Theriot",3950
Lafourche,State House,55,D,"Michael ""Mike"" Matherne",2908
Lafourche,State House,55,N,"Jerome ""Dee"" Richard",4120
St. James,State House,57,D,"""Geri"" Broussard Baloney",1477
St. James,State House,57,R,Nickie Monica,2624
St. John The Baptist,State House,57,D,"""Geri"" Broussard Baloney",4371
St. John The Baptist,State House,57,R,Nickie Monica,5173
Ascension,State House,58,D,Elton M. Aubert,2343
Ascension,State House,58,D,Troy Brown,2142
Assumption,State House,58,D,Elton M. Aubert,158
Assumption,State House,58,D,Troy Brown,575
Iberville,State House,58,D,Elton M. Aubert,787
Iberville,State House,58,D,Troy Brown,1423
St. James,State House,58,D,Elton M. Aubert,3071
St. James,State House,58,D,Troy Brown,1375
St. John The Baptist,State House,58,D,Elton M. Aubert,687
St. John The Baptist,State House,58,D,Troy Brown,706
East Baton Rouge,State House,67,D,Lorri Burgess,2271
East Baton Rouge,State House,67,D,Patricia Smith,2793
East Baton Rouge,State House,68,R,Kyle Ardoin,4880
East Baton Rouge,State House,68,R,"""Steve"" Carter",4967
East Baton Rouge,State House,69,R,"""Bill"" Benedetto",4059
East Baton Rouge,State House,69,R,Erich Ponti,6772
East Baton Rouge,State House,70,R,"""Pat"" Culbertson",4809
East Baton Rouge,State House,70,R,Franklin J. Foil,5399
Livingston,State House,71,R,J. Rogers Pope,2684
Livingston,State House,71,R,John Ware,2462
East Feliciana,State House,72nd Representative District,D,John Bel Edwards,1478
East Feliciana,State House,72nd Representative District,D,George R. Tucker,698
St. Helena,State House,72nd Representative District,D,John Bel Edwards,1264
St. Helena,State House,72nd Representative District,D,George R. Tucker,898
Tangipahoa,State House,72nd Representative District,D,John Bel Edwards,3600
Tangipahoa,State House,72nd Representative District,D,George R. Tucker,1752
West Feliciana,State House,72nd Representative District,D,John Bel Edwards,483
West Feliciana,State House,72nd Representative District,D,George R. Tucker,193
St. Tammany,State House,76,R,"""Ray"" Canada",2669
St. Tammany,State House,76,R,Kevin Pearson,2719
St. Tammany,State House,77,R,Colleen Hawley,3869
St. Tammany,State House,77,R,John M. Schroder,3671
Tangipahoa,State House,77,R,Colleen Hawley,733
Tangipahoa,State House,77,R,John M. Schroder,1150
Jefferson,State House,78,R,Kirk Talbot,5898
Jefferson,State House,78,R,Tiffany Scot Wilken,4427
Jefferson,State House,83,D,Robert E. Billiot,3414
Jefferson,State House,83,R,Danyelle Taylor,3284
Orleans,State House,91,D,Judy Bajoie-Phillips,1791
Orleans,State House,91,D,"""Walt"" Leger III",3269
Jefferson,State House,92nd Representative District,R,Michael McMyne,1912
Jefferson,State House,92nd Representative District,R,"""Tom"" Willmott",3563
Orleans,State House,94,D,Deborah Langhoff,2508
Orleans,State House,94,R,"Nicholas J. ""Nick"" Lorusso",4177
Orleans,State House,95,D,Una Anderson,2314
Orleans,State House,95,D,Walker Hines,2638
Orleans,State House,98,D,Neil Abramson,3443
Orleans,State House,98,D,James P. Johnson,1179
Orleans,State House,103,D,Reed S. Henderson,636
Orleans,State House,103,R,Mark Madary,496
St. Bernard,State House,103,D,Reed S. Henderson,2507
St. Bernard,State House,103,R,Mark Madary,2362
