parish,precinct,office,district,party,candidate,votes
Acadia,1- 1,President,,D,Gore & Lieberman Democratic Party,186
Acadia,1- 1,President,,R,Buchanan & Foster Reform Party,10
Acadia,1- 1,President,,R,Bush & Cheney Republican Party,414
Acadia,1- 1,President,,O,Phillips & Frazier Constitution Party,0
Acadia,1- 1,President,,G,Nader & LaDuke Green Party,8
Acadia,1- 1,President,,L,Browne & Olivier Libertarian Party,0
Acadia,1- 1,President,,O,Hagelin & Ticciati Natural Law Party,0
Acadia,1- 1,President,,O,Harris & Trowe Socialist Workers Party,0
Acadia,1- 10,President,,D,Gore & Lieberman Democratic Party,8
Acadia,1- 10,President,,R,Buchanan & Foster Reform Party,1
Acadia,1- 10,President,,R,Bush & Cheney Republican Party,54
Acadia,1- 10,President,,O,Phillips & Frazier Constitution Party,0
Acadia,1- 10,President,,G,Nader & LaDuke Green Party,0
Acadia,1- 10,President,,L,Browne & Olivier Libertarian Party,0
Acadia,1- 10,President,,O,Hagelin & Ticciati Natural Law Party,0
Acadia,1- 10,President,,O,Harris & Trowe Socialist Workers Party,0
Acadia,1- 11,President,,D,Gore & Lieberman Democratic Party,28
Acadia,1- 11,President,,R,Buchanan & Foster Reform Party,1
Acadia,1- 11,President,,R,Bush & Cheney Republican Party,61
Acadia,1- 11,President,,O,Phillips & Frazier Constitution Party,0
Acadia,1- 11,President,,G,Nader & LaDuke Green Party,1
Acadia,1- 11,President,,L,Browne & Olivier Libertarian Party,0
Acadia,1- 11,President,,O,Hagelin & Ticciati Natural Law Party,0
Acadia,1- 11,President,,O,Harris & Trowe Socialist Workers Party,0
Acadia,1- 2A,President,,D,Gore & Lieberman Democratic Party,118
Acadia,1- 2A,President,,R,Buchanan & Foster Reform Party,2
Acadia,1- 2A,President,,R,Bush & Cheney Republican Party,179
Acadia,1- 2A,President,,O,Phillips & Frazier Constitution Party,0
Acadia,1- 2A,President,,G,Nader & LaDuke Green Party,1
Acadia,1- 2A,President,,L,Browne & Olivier Libertarian Party,0
Acadia,1- 2A,President,,O,Hagelin & Ticciati Natural Law Party,0
Acadia,1- 2A,President,,O,Harris & Trowe Socialist Workers Party,0
Acadia,1- 2B,President,,D,Gore & Lieberman Democratic Party,105
Acadia,1- 2B,President,,R,Buchanan & Foster Reform Party,8
Acadia,1- 2B,President,,R,Bush & Cheney Republican Party,232
